c_id,sentiment,tweet1,tweet2,org,loc,per,oth,negative,positive
680.0,Negative,Police to probe Hillsborough: The Independent Police Complaints Commission has said a large number of officers could... ,Police to probe Hillsborough: The Independent Police Complaints Commission has said a large number of officers c... ,"LFC,INDEPENDENT POLICE COMPLAINTS COMMISSION","UK,HILLSBOROUGH",,,3,6
629.0,Negative,BBC News - Home: Botswana women allowed to inherit: BBC News - Home T... ,Progress in Botswana... BBC News - Botswana women allowed to inherit ,BBC NEWS,BOTSWANA,,,14,3
682.0,Negative,Huge probe into Hillsborough police: The biggest ever inquiry into police actions in the UK is to be launched af... ,#TeamFollowBack | Hillsborough probe announced: The biggest ever inquiry into police actions in the UK is to be ... ,,"UK,HILLSBOROUGH",,,6,1
683.0,Positive,journalism news Hillsborough disaster Hillsborough disaster probe: Top police officers could ... - ,Hillsborough police crime probe. Good about bloody time ,,HILLSBOROUGH,,,19,1
685.0,Positive,Hillsborough police crime probe: The biggest ever independent investigation into police wrongdoing is to be carried out following dam...,Hillsborough police crime probe: The biggest ever independent investigation into police wrongdoing is to be carr... ,,HILLSBOROUGH,,,21,5
681.0,Positive,Hillsborough disaster: watchdog to launch biggest ever inquiry into police via @guardian,Hillsborough disaster: watchdog to launch biggest ever inquiry into police - The Guardian: The GuardianHillsboro... ,,HILLSBOROUGH,,,6,2
687.0,Positive,"At least 110 injured as Morsi supporters,opponents clash at Tahrir Square: Clashes erupted in Cairo's Tahrir Squ... ",Tahrir Square clashes pit Mohamed Morsi supporters against opponents: Dozens of people injured as supporters of ... ,"EGYPT'S TAHRIR,CAIRO'S TAHRIR",TAHRIR,"MORSI,MOHAMED MORSI",,23,63
702.0,Positive,Photo Now another group is forming &amp; protesting #Manama d capital #Bahrain; demanding true democracy @14Feb_TopTweet ,"[PHOTO] An anti-government protester gestures to riot police during a protest in #Manama #Bahrain October 12, 2012 ",,"BAHRAIN,MANAMA",,BAHRAINI,2,3
688.0,Negative,Syria rebels 'take military base': Syrian rebels have taken an air defence base from government forces near the ... ,BBC MidEast: Syria rebels 'take military base': Syrian rebels have taken an air defence base from government for... ,,"SYRIA,HUFFINGTON SYRIA",,SYRIAN,4,7
717.0,Negative,"International: Bahrain police fire teargas, stun grenades to disperse protesters: MANAMA (Reuters) - Police in B... ","Bahrain police fire teargas, stun grenades to disperse protesters cc @SaqibReports","REUTERS,SAQIBREPORTS,NBC NEWS","BAHRAIN,MANAMA",,,6,1
724.0,Negative,Republic of Ireland 1-6 Germany: The Republic of Ireland crumble to a humiliating 6-1 defeat as a ruthless Germa... ,• Republic of Ireland 1-6 Germany - The Guardian: The Guardian• Republic of Ireland 1-6 GermanyThe GuardianNever... ,"GERMANY,THE REPUBLIC,REPUBLIC OF IRELAND","GERMANY,IRELAND",GERMANYTHE,,21,0
610.0,Negative,BBC chief to meet MPs over Savile: BBC director general George Entwistle offers to appear in front of MPs over the Sir Jimmy Savile a...,Savile's role at Broadmoor probed: The Department of Health is to investigate the decision to appoint Sir Jimmy Savile as head of a t...,"DEPARTMENT OF HEALTH,THE BBC,BBC",BROADMOOR,"SAVILE'S,JIMMY SAVILE,GEORGE ENTWISTLE",SAVILE,40,29
569.0,Positive,BBC News - Jimmy Savile scandal: BBC DG Entwistle quizzed on response ,BBC director general George Entwistle has said there will be two internal inquiries into the Jimmy Savile scandal.,"BBC NEWS,BBC DG ENTWISTLE,BBC",,"JIMMY SAVILE,GEORGE ENTWISTLE",,3,2
609.0,Negative,"Bing vs. Google: Which Search Engine is Best?: Microsoft's search engine claims users prefer it to Google. Here,... ",Google Plus Project SEO Value - Looking at possible search engine optimization value in using Google Plus and... ,GOOGLE,,,MICROSOFT'S,5,8
751.0,Positive,Get that tit Levein sacked. Total fud. #scotland #levein,"BYE BYE CRAIG LEVEIN, THANKS FOR GIVING SCOTLAND A SHIT NAME!",LEVEIN,"SCOTLAND,WALES","LEVEIN,CRAIG LEVEIN",,13,14
748.0,Positive,Even the Craig Levein parody account has gone quiet... #Scotland #Wales #Bale,Craig Levein would get Man City relegated in Champ Manager he's that stupid,BALE,"SCOTLAND,WALES","CRAIG LEVEIN,HE'S",,12,9
761.0,Negative,This cardinals vs nationals game tho&gt;&gt;&gt;&gt; #comebackcardinals #sorrynationals #itsover,Who wins yankees vs orioles i got the upset taking orioles Nationals vs Cardinals taking Nats,"ORIOLES,YANKEES,CARDINALS,GT,NATS",,,,49,25
764.0,Negative,"I'm a true Cubs fan, but Go Cardinals!",cardinals are damn impressive ..what a game #MLB,CARDINALS,,I'M,,5,0
747.0,Negative,“@Gerrard8FanPage: Theo Walcott down in the area” good good #goonerstwat #overrated should have been a sprinter all he is good at!!,Theo Walcott looks like he might be leaving the pitch on a stretcher after being clattered by the San Marino keeper,,"SAN MARINO,ENGLAND","WALCOTT,LENNON,THEO WALCOTT",,90,81
625.0,Negative,Jimmy Savile scandal: government could face civil claims: Department of Health could be sued directly over claim... ,Jimmy Savile scandal: government could face civil claims | Media | The Guardian ,"DEPARTMENT OF HEALTH,THE GUARDIAN",,JIMMY SAVILE,,5,0
807.0,Positive,U.N. Security Council seeks detailed Mali military intervention plan: The U.N. Security Council approved a resol... ,U.N. mulls military intervention in Mali: The U.N. Security Council approved a resolution that gives regional le... ,"U.N. SECURITY COUNCIL,U.N.,U.N. MULLS",MALI,,MALI,6,25
812.0,Negative,Manchester United 4 - 0 San Marino. Sorry we meant England 4 - 0 San Marino,United 4 San Marino 0 England 0,"MANCHESTER UNITED,SAN MARINO,UNITED,ENGLAND","SAN MARINO,ENGLAND",,,10,27
850.0,Negative,"Report: Majority Of FTC Commissioners Want Antitrust Action Against Google, But Vertical Search Might Not Be Issue ","Report: Majority Of FTC Commissioners Want Antitrust Action Against Google, But Vertical Search Might Not Be Iss... ","FTC,GOOGLE",,,,22,6
851.0,Positive,Homecoming football game tonight! Going to be a good night! #excited,Whos Going To Springs Homecoming Game Tonight RT This,WHOS,,EVANS,,15,11
854.0,Positive,Not sure if I'm more impressed with the Cardinals or depressed for the Nationals. Super wow and super ouch. #NLDS #Cardinals #Nationals,whoa unbelievable game! way to go cards! #Cardinals #NLDS,"WHOA,CARDINALS",,I'M,,120,56
861.0,Negative,Trapattoni: Ireland can still qualify: Ireland coach Giovanni Trapattoni says his side can still qualify for the... ,Keane boost for Ireland: Embattled Republic of Ireland boss Giovanni Trapattoni was handed a timely boost on Sun... ,"REPUBLIC,IRELAND","GERMANY,IRELAND","GIOVANNI TRAPATTONI,TRAPATTONI,KEANE",,33,0
865.0,Positive,Google facing imminent antitrust lawsuit #LawampDisorder #antitrust #google,FTC To Recommend Antitrust Case Against Google -&gt; #google #tech,"FTC,GOOGLE,NDTVGOOGLE",US,,,6,11
603.0,Negative,UN adopts north Mali resolution: The UN Security Council adopts a resolution that moves a step closer to foreign military interventio...,UN adopts north Mali resolution: The UN Security Council adopts a resolution that moves a step closer to foreign... ,"UN,UN SECURITY COUNCIL",NORTH MALI,,,29,0
802.0,Positive,US govt prepares antitrust case against Google: US govt prepares antitrust case against GoogleFTC's pursuit of G... ,"F.T.C. Staff Prepares Antitrust Case Against Google Over Search In a draft recommendation for a government suit, a main issue is whether","F.T.C,GOOGLE",US,,GOOGLEFTC'S,2,19
879.0,Negative,"Edwin Jackson is junk, put up a 3 spot here #Cardinals #Nats","And now it's 9-7 Cardinals. Come on Nationals, need to find something in the bottom of the 9th... #nlds","CARDINALS,IT'S",,"PCDESMOND,EDWIN JACKSON",,6,2
883.0,Positive,Fuck yea cardinals!!!!! Bring on San Fran!!!! #NLCS #12in12 #cardinalnation @Akempindabildin,Cardinals rally to beat the Nationals and advance to the NLCS! ,CARDINALS,,,NLCS,4,4
763.0,Positive,Come on cardinals we came back. Now let's finish it @Cardinals,I prayed for the cardinals and it worked @Cardinals,CARDINALS,,,,4,3
876.0,Positive,#CARDINALS are the definition of clutch!! It's good to be a Cardinal's fan!!!! #12in12 #Believe,This is a real cardinal fan everyone #beautiful ,,,,,3,6
923.0,Negative,"This year was gonna be different, they said. World Series, they said",I see another world series this year,,,HARPER,,2,4
941.0,Negative,Pakistan suicide blast kills at least 14: Officials say attack in Darra Adam Khel appears to have been targeted ... , Pakistan suicide blast kills at least 14: Officials say attack in Darra Adam Khel appears to... ,,"DARRA ADAM KHEL,PAKISTAN",,,9,2
942.0,Negative,"Suicide bombing kills 14 at Pakistan market: PESHAWAR, Pakistan (Reuters) - A suicide bomber in a car blew himself up at a market in ...","Suicide bombing kills 14 at Pakistan market: PESHAWAR, Pakistan (Reuters) - A suicide bomber in a car blew himse... ",,"PESHAWAR,PAKISTAN",,,9,0
873.0,Positive,IDF launches three Gaza strikes in response to rocket fire - Haaretz: The Daily StarIDF launches three Gaza stri... ,IDF launches three Gaza strikes in response to rocket fire: ,"HAARETZ,THE DAILY STARIDF,GAZA STRI,HA'ARETZ,ISRAEL,IDF",GAZA,,,2,9
943.0,Negative,"Mehwish Suicide Bomb Kills 15 In Pakistan: Suicide Bomb Kills 15 In Pakistan, At least 15 people have been killed... ",#cnn Suicide bomb kills 10 in Pakistan: A suicide blast killed at least 10 people in a tribal area in northwest ... ,,"PAKISTAN,NORTHWEST PAKIS",,MEHWISH,41,5
945.0,Negative,10 killed in suicide attack in Pakistan: At least 10 people were killed today when a suspected suicide bomber ta... ,10 killed in suicide attack in northwest Pakistan: At least 10 people were killed today when a suspected suicide... ,NEW YORK TIMES,PAKISTAN,,,12,0
579.0,Positive,"Syria violence rocks Damascus and Aleppo: Explosions and fighting reported in country's largest cities, as oppos... ","Violence rocks Damascus and Aleppo: Explosions and clashes reported in country's largest cities, as opposition c... ",ALJAZEERA,"SYRIA,DAMASCUS,ALEPPO",,,0,5
966.0,Positive,"No. 9 LSU Defeats No. 3 South Carolina, 23-21: No. 9 LSU defeats No. 3 South Carolina, 23-21","LSU beat Auburn by two, ending the game with an interception. LSU beat South Carolina by two, ending the game with an interception.","AUBURN,SOUTH CAROLINA,LSU",SOUTH CAROLINA,,,96,119
981.0,Positive,LSU bout to bounce back and get this W today ...,"LSU this is a must win game, let's get this W.","LSU,CAROLINA",,LET'S,,8,4
1000.0,Negative,#BBC Riot stops Senegal football match: The Africa Cup of Nations qualifier between Senegal and Ivory Coa... #Sport,Senegal r likely 2b thrown out of d African Nations Cup aftr a qualifier against Ivory Coast in Dakar was abandoned followin crowd trouble.,"IVORY COAST,SENEGAL","IVORY COAST,DAKAR,SENEGAL",,"AFRICA CUP OF NATIONS,AFRICAN NATIONS CUP",30,5
1015.0,Negative,Israel air strike kills one Palestinian in Gaza: Medical sources: An Israeli air strike killed one Palesti... #News,"Israel strike kills Gaza militant: A Salafist militant is killed in an Israeli air strike in the Gaza Strip, Pal... ",,"GAZA STRIP,ISRAEL,GAZA",,"SALAFIST,ISRAELI",7,0
1023.0,Positive,Jerusalem – Israel: Gaza Strike Hit Al-Qaida-inspired Group: Jerusalem – Israel’s military says its aircraft fir... ,Israel: Gaza Strike Hit Al-Qaida-Inspired Group: Israel’s military says its aircraft fired at militants belongin... ,WPEC,"JERUSALEM,ISRAEL,GAZA",,"AL-QAIDA-INSPIRED,ISRAEL’S",0,5
743.0,Positive,Riot hits Senegal football match: A crucial Africa Cup of Nations football match between Senegal and Ivory Coast... ,Riot stops Senegal football match: A crucial Africa Cup of Nations football match between Senegal and Ivory Coas... ,"IVORY COAS,SENEGAL,IVORY C","IVORY COAST,SENEGAL",,"AFRICA CUP OF NATIONS,AFRICA CUP OF NATIONS FOOTBALL",9,18
1030.0,Positive,"Syria bans Turkish civil flights: Syria bans Turkish civilian flights over its territory, days after Turkey intercepted a Syrian plan...","Syria bans Turkish civil flights: Syria bans Turkish civilian flights over its territory, days after Turkey inte... ",TURKEY,"SYRIA,TURKEY",,"SYRIAN,TURKISH",30,29
1013.0,Positive,Israel kills Qaeda-tied leader of Gaza militant group - Reuters: AFPIsrael kills Qaeda-tied leader of Gaza milit... ,Israel kills Qaeda-tied leader of Gaza militant group: GAZA (Reuters) - An Israeli air strike killed the Palesti... ,"REUTERS,AFPISRAEL","ISRAEL,GAZA",,"PALESTI,QAEDA-TIED,ISRAELI",4,7
1032.0,Positive,Mauritania says president wounded in accidental shooting: NOUAKCHOTT (Reuters) - Mauritania President Mohamed Ou... ,► Mauritania says president wounded in accidental shooting: NOUAKCHOTT (Reuters) - Mauritania President Mohamed ... ,,"FRANCE,NOUAKCHOTT,MAURITANIA","MOHAMED OU,MOHAMED",,0,30
1036.0,Positive,Mauritania President Accidentally Shot By Army: President Mohamed Ould Abdel Aziz Mauritanian President Mohamed... ,Mauritania leader Abdelaziz shot: Mauritanian President Mohamed Ould Abdelaziz has been shot and wounded b... #News,,MAURITANIA,"MOHAMED OULD ABDELAZIZ,MOHAMED OULD ABDEL AZIZ,UNID,MOHAMED,ABDELAZIZ",MAURITANIAN,8,74
1040.0,Positive,Scottish referendum deal struck: A deal setting out terms for a Scottish independence referendum is signed by Prime Minister David Ca...,Scottish referendum deal struck A deal setting out terms for a Scottish independence referendum is signed by Prime Mi ,,,DAVID CA,SCOTTISH,54,42
1060.0,Negative,"Girl shot by Taliban flown to UK: Malala Yousafzai, the Pakistani girl shot in the head by Taliban gunmen last week, is flown to the ...","Girl shot by Taliban taken to UK: Malala Yousafzai, the Pakistani girl shot in the head by Taliban gunmen last week, is flown to the ...",,UK,MALALA YOUSAFZAI,"TALIBAN,PAKISTANI",135,55
960.0,Positive,"#EntNews Court orders Kafka scripts moved to Israel library: After a long, tangled journey that Franz Kafka coul... ",It's full of couches with giant beetles on them. RT @GuardianBooks: Huge Franz Kafka archive to be made public ,,ISRAEL,FRANZ KAFKA,,2,13
1065.0,Positive,State news: Mauritania's president mistakenly shot by his nation's troops: Troops shot Mauritania's president Sa... ,State news: Mauritania's president mistakenly shot by his nation's troops - CNN #news,,,,MAURITANIA'S,1,10
1064.0,Positive,Mauritania's president shot by own troops: Troops opened fire and shot Mauritania's president on Saturday evenin... ,[CNN World News] Mauritania's president shot by troops: Troops shot Mauritania's president Saturday in what the ... ,,MAURITANIA,,MAURITANIA'S,1,38
1072.0,Negative,Anderson silva needs to fight Jon jones they both clearly have no competition in their division,All there is now is for Anderson silva and jon jones to agree then bam!! most anticipated fight in history!!!,,,"CAN'T,JON JONES,ANDERSON SILVA",,27,27
1075.0,Negative,"That’s a fucking shame that Jeter broke his ankle,hopefully he can come back next year for a last hurrah","Well that's fair. For being such a trooper, Jeter breaks his ankle. Win it for him, Yankees",YANKEES,,"JETER,DEREK JETER",,8,0
1073.0,Negative,"Derek Jeter fractures left ankle in 12th inning, will miss rest of postseason: Derek Jeter will m... #sports #news","WOW! RT @SInow: ""Joe Girardi says Derek Jeter has a left ankle fracture. Jeter is out for the rest of the postseason.""",YANKEES,,"JOE GIRARDI,JETER,DEREK JETER",,209,10
1088.0,Negative,Five Marines charged with murder: Five Royal Marines are charged with murder in connection with an incident in A... ,Five Marines charged with murder: Five Royal Marines are charged with murder in connection with an incident in... ,,,,,11,7
1092.0,Positive,5 UK Royal Marines charged over Afghan murder: Five British Royal Marines have been charged with murder for the death of a man in Afg...,5 UK Royal Marines charged over Afghan murder: Five Royal Marines have been charged with murder for the death of a... ,,UK,,"AFGHAN,BRITISH",35,37
1097.0,Negative,"Nigeria: Gunmen Kill At Least 20 People Leaving A Mosque In Birnin Gwari, Kaduna | NewsRescue via @NewsRescue","Innalillah wainnailaihi rajiun!!! RT @BreakingNews: Gunmen kill at least 20 people at a mosque in Kaduna State, ... ",NEWSRESCUE,"KADUNA STATE,NIGERIA,BIRNIN GWARI,KADUNA",,,5,0
1098.0,Negative,Gunmen kill 20 at mosque in northern Nigeria: Gunmen kill 20 at mosque in northern Nigeria ... ,Gunmen Kill Worshipers Leaving Mosque in Nigeria - New York Times: Irish TimesGunmen Kill Worshipers Leaving Mos... ,NEW YORK,"NIGERIA,KADUNA",,IRISH,39,1
1099.0,Negative,"Gunmen open fire on worshippers in Kaduna mosque, kill 20: Gunmen opened fire on Muslim worshippers as they were... ",Gunmen kill 20 at mosque in northern Nigeria: KADUNA (Reuters) - Gunmen opened fire on Muslim worshippers as the... ,,"NIGERIA,KADUNA",,MUSLIM,5,0
1100.0,Negative,"Muslim Rebels Ink Philippine Pact as Step to Peace: (MANILA, Philippines) — Muslim rebels and the Philippine gov... ","Philippine government, Muslim guerrillas sign peace pact: Muslim rebels and the Philippine government overcome d... ",,"MANILA,PHILIPPINES",,"MUSLIM,PHILIPPINE",7,40
1103.0,Negative,Gunmen kill 20 in north Nigeria: Gunmen kill at least 20 people in a dawn attack in a remote village prone to ba... ,Gunmen kill 20 in north Nigeria: Gunmen have killed at least 20 people in a dawn attack in a remote village in n... ,,"NIGERIA,BA",,,12,0
